codice,nome,comune,Numero di sezioni del censimento,Superficie a fini statistici (Km2),Densità abitativa - Abitanti/Km2,Popolazione residente totale,Popolazione residente in età 0-14 anni,Stranieri residenti,Indice di vecchiaia,Incidenza dei residenti stranieri,Incidenza dei giovani fino a 24 anni,Indice di non completamento del ciclo di scuola secondaria di primo grado,Indice di adulti con diploma o titolo terziario,Incidenza degli alunni delle scuole primarie a tempo pieno,Incidenza degli alunni stranieri nelle scuole primarie,Incidenza degli alunni stranieri nelle scuole secondarie di I grado,Incidenza degli alunni stranieri nelle scuole secondarie di II grado,Incidenza degli alunni stranieri nelle scuole,Incidenza degli alunni tra i 6 e i 18 anni e la popolazione residente della stessa fascia di età,Incidenza degli alunni tra i 7 e i 9 anni e la popolazione residente della stessa fascia di età,Tasso di occupazione (20-64 anni),Tasso di disoccupazione (15 anni e più),Incidenza dei giovani che non studiano e non lavorano,Incidenza delle famiglie con potenziale disagio economico,Tasso di alloggi impropri,"Incidenza percentuale della popolazione di 67 anni  e oltre che vive da sola, senza casa di proprietà ",Percentuale di famiglie che non vivono in abitazione di proprietà,"Incidenza percentuale di lavoratori precari  35-64 anni che hanno un rapporto di lavoro dipendente di tipo ""interinale"" o ""occasionale"" sul totale degli occupati 35-64 anni","Uscita precoce dal sistema di istruzione (18-24 anni, totale) ","Uscita precoce dal sistema di istruzione (18-24 anni, stranieri) ","Uscita precoce dal sistema di istruzione (18-24 anni, femmine) ",Giovani di 18-24 anni usciti precocemente dal sistema di istruzione con genitori senza diploma,Indice di affollamento delle abitazioni occupate,Valore immobiliare medio delle abitazioni residenziali,Numero di Musei e Istituzioni similari,Visitatori dei Musei e delle Istituzioni similari,Musei con accesso ai disabili,Ospedali con pronto soccorso,Numero di biblioteche ,Numero di strutture con servizi integrativi per la prima infanzia,Numero di scuole primarie,Numero di scuole primarie a tempo pieno,Numero di scuole secondarie di I grado,Numero di scuole secondarie di II grado,Numero totale di scuole,Numero di stazioni ferroviarie,Prossimità dei musei ,Accessibilità della popolazione residente ai musei,Prossimità delle biblioteche,Accessibilità della popolazione residente alle biblioteche,Prossimità degli ospedali,Accessibilità della popolazione residente agli ospedali,Prossimità delle scuole,Accessibilità della popolazione residente ai servizi educativi per la prima infanzia,Accessibilità della popolazione residente alle scuole,Accessibilità della popolazione residente alle scuole primarie a tempo pieno,Accessibilità della popolazione residente alle scuole secondarie di II grado,Prossimità delle stazioni ferroviarie,Accessibilità della popolazione residente alle stazioni ferroviarie
,Mercato del Bestiame - Aiuola Martini,Torino,61,0.573906,14371.684683,8248,978,466,226.789366,56.498545,19.556256,1.186534,86.461399,69.302326,6.666667,8.602151,11.338583,9.617138,249.032992,213.089005,76.883889,6.884446,14.832536,1.06383,0.205903,9.340659,33.431417,0.95037,4.358354,16.666667,3.465347,7.894737,0.363002,2700,0,0,0,0,1,7,1,1,1,1,3,0,0.68,100,0.48,56.146945,5.28,100,0.383585,100,100,100,100,0.574928,100
,Vecchia Piazza D'Armi,Torino,92,0.864119,6610.198493,5712,669,379,240.807175,66.351541,21.516106,1.417848,87.534819,0,0,0,16.29393,16.29393,312.665685,0,72.225745,7.502245,15.348288,1.369863,0.276721,7.44249,31.609589,0.381264,5.25,37.5,5.405405,19.230769,0.310704,2667.237395,1,153636,1,0,2,3,0,0,0,1,1,0,0.41,100,0.71,72.864146,5.41,100,0.791689,100,100,100,100,1.480236,64.95098
,Piazza Nizza - (Borgo San Salvario),Torino,91,0.534987,18624.738456,9964,1157,1032,217.458946,103.572862,19.45002,1.827564,83.357532,41.624365,34.010152,33.204633,18.315335,21.698113,250.884086,106.944444,73.772435,9.073368,17.045455,1.514872,0.112339,8.946673,37.576205,1.568511,6.785714,21.126761,5.415162,17.142857,0.385135,2362.202328,3,59600,0,0,1,3,1,1,1,1,3,0,0.5,100,0.73,70.022079,6.38,100,0.418093,100,100,100,100,1.059082,91.509434
,Corso Dante - Ponte Isabella,Torino,118,0.896551,15828.433611,14191,1483,1443,259.54147,101.684166,17.955042,1.878228,82.306903,100,25.568182,0,2.021174,7.979871,104.870624,65.916399,74.725012,8.076204,16.941052,1.13709,0.090451,8.688197,34.125463,1.138716,6.788512,22.988506,4.699739,10.714286,0.381117,2450.56712,0,0,0,0,0,4,1,1,0,1,2,0,0.7,100,0.68,31.336763,4.58,100,0.17398,100,100,100,100,1.915819,13.438095
,Gasometro,Torino,37,0.371793,5422.369938,2016,258,372,202.713178,184.52381,21.329365,3.162486,73.565381,100,34.782609,15.851852,0,20.294785,361.181435,244.897959,70.30303,10.537577,19.064748,1.357905,0.196078,11.134021,44.034918,1.954397,12.903226,16.129032,7.462687,13.333333,0.416429,2525,0,0,0,1,1,0,1,1,2,0,3,0,1.98,87.549603,0.94,100,3.52,100,0.302324,100,100,100,100,3.292037,0
,Vanchiglietta,Torino,119,1.164782,14132.255812,16461,1754,1417,267.958951,86.082255,18.546868,1.829009,75.907212,76.0181,10.633484,16.334661,0,12.698413,41.716687,67.58794,73.013845,8.623498,17.106549,1.179975,0.127418,9.164922,33.199679,1.972572,9.391676,31.764706,7.048458,13.72549,0.417657,2525,0,0,0,0,0,5,1,1,1,0,2,0,2.96,0.0729,0.86,33.491282,5.75,98.936881,0.338101,100,100,100,100,4.249273,0
,Borgo Rossini,Torino,113,0.767917,7567.220584,5811,613,525,225.611746,90.345896,17.948718,1.61744,75.864106,91.964286,27.232143,48.447205,0,39.74359,100.94697,109.565217,73.322241,9.091606,16.71159,1.554726,0.094697,9.272582,34.297264,1.98906,12.621359,27.906977,8.433735,23.880597,0.430673,1898.279814,1,71000,1,0,0,2,1,1,1,0,2,0,1.04,100,1.01,100,7.07,98.038203,0.157937,100,100,100,100,3.369541,0
,Borgata Aurora,Torino,134,1.022712,18893.888244,19323,2730,6873,137.435897,355.69011,23.603995,6.43728,58.810173,100,72.775564,73.333333,0,73.004695,52.429235,77.168142,64.214298,14.09073,28.117764,2.773723,0.137946,11.250373,47.455683,4.024713,25.152905,43.238095,17.926186,24,0.503478,1877.330694,0,0,0,0,0,1,3,3,2,0,5,0,0.9,86.109817,0.88,68.990322,7.21,68.47798,0.711603,100,100,100,100,1.807696,5.558143
,Piazzale Umbria - Scalo Valdocco,Torino,80,0.898681,14446.723898,12983,1906,2628,128.64638,202.418547,23.130247,3.973002,69.938895,100,66.834171,0,0,66.834171,12.364946,30.534351,71.677803,9.945432,22.445561,1.964759,0.063161,8.836996,35.91143,2.404274,16.397849,40.588235,11.634349,18.285714,0.461185,1750,1,23800,0,0,1,3,1,1,0,0,1,0,0.79,100,0.78,50.489101,4.44,100,0.64955,100,100,100,100,1.89961,7.856428
,Crocetta,Torino,90,0.654045,18767.815127,12275,1353,903,253.954176,73.564155,19.519348,1.471129,86.481453,81.220096,7.535885,11.017964,0,9.275883,129.402757,173.972603,74.957069,7.61851,13.497653,0.862852,0.122455,9.238095,33.106267,1.137206,5.929919,32.098765,5.444126,10.294118,0.352934,2624.069246,0,0,0,0,1,2,2,2,1,0,3,0,0.69,100,0.45,87.120163,6.12,100,0.40811,100,100,100,100,2.213333,1.327902
,Ospedale Mauriziano,Torino,58,0.425281,14091.852898,5993,671,410,266.169896,68.413149,19.539463,1.01461,87.549407,0,0,0,0,0,0,0,74.527727,7.252917,14.580802,1.063164,0.063231,9.302326,32.958099,1.091476,4.637681,40,6.134969,8.695652,0.321345,2592.496913,0,0,0,1,2,1,0,0,0,0,0,0,1.68,84.064742,0.4,100,2.55,100,0.782988,100,100,100,100,1.722541,26.614383
,Borgo San Giorgio,Torino,48,0.437302,7173.531471,3137,336,435,265.47619,138.667517,19.668473,3.20122,71.068796,0,0,0,0,0,0,0,66.006787,11.331784,16.586538,2.106495,0.058893,20.073892,50.029257,1.565996,6.060606,6.666667,3.614458,11.111111,0.397146,2429.464775,0,0,0,0,0,1,0,0,0,0,0,0,1.51,100,0.98,100,2.86,100,1.002604,100,100,100,100,2.166567,23.908193
,Borgata Campidoglio - Martinetto,Torino,130,0.932306,15412.321053,14369,1583,1774,233.417562,123.460227,19.347206,2.123404,77.907271,85.444744,37.735849,20.023283,4.889976,17.1875,143.020904,78.864353,72.491757,9.022774,18.163055,1.542685,0.119126,9.765509,37.207478,1.96281,9.069212,23.423423,6.619385,14.049587,0.402553,2068.68606,0,0,0,0,0,3,1,1,1,1,3,0,1.68,22.757325,0.86,55.271766,4.34,100,0.098891,100,100,100,100,1.980151,19.068829
,La Tesoriera - Martinetto,Torino,96,1.253508,11015.482278,13808,1532,2432,222.454308,176.12978,19.075898,3.083632,70.757147,75.875486,30.350195,0,0,30.350195,20.603385,56.491228,69.77134,10.541669,20.48,1.695842,0.041592,12.08577,40.795952,2.581087,12.736444,37.278107,7.859079,13.714286,0.437228,2176.97458,0,0,0,0,2,4,1,1,0,0,1,0,2.04,5.199884,1,91.678737,5.73,100,0.434524,100,100,100,100,2.551496,0
,Boringhieri,Torino,31,0.279301,18965.199281,5297,600,457,234.666667,86.27525,19.577119,1.602699,84.817672,0,0,0,0,0,0,0,75.227568,7.259303,13.960114,1.083815,0.073448,7.589984,32.297688,1.043383,5.787781,34.482759,4.375,9.375,0.374448,2350,0,0,0,0,0,3,0,0,0,0,0,0,1.12,89.711157,0.66,100,5.69,100,0.587594,100,100,100,100,1.329857,77.213517
,Borgata Cenisia,Torino,82,0.733996,20832.545146,15291,1663,2180,226.217679,142.567523,18.703813,2.533573,75.325874,0,0,42.201835,12.584705,17.745803,79.026731,0,71.887076,9.635865,17.874166,1.393095,0.097943,9.964518,36.99576,2.409399,11.494253,34.705882,8.980583,13.496933,0.42184,2455.199137,0,0,0,0,0,5,0,0,1,1,2,0,1.92,14.145576,1.25,92.734288,4.89,100,0.340281,100,100,100,100,2.443277,0
,Borgo San Paolo,Torino,135,1.081027,17555.534621,18978,1932,2851,243.995859,150.226578,18.474023,2.597545,73.377951,100,43.922204,0,24.137931,34.094617,68.284229,96.875,70.79722,10.27301,18.934911,1.573907,0.096209,11.228814,40.115673,2.605646,11.697449,28.959276,9.001957,21.578947,0.423604,2611.863737,0,0,0,0,0,4,3,3,0,1,4,0,1.19,96.785752,0.53,13.336495,6.4,99.973654,0.34223,100,100,100,100,1.985045,14.738118
,Borgata Monginevro,Torino,51,0.479482,18472.02014,8857,972,1278,222.119342,144.29265,19.419668,2.358604,71.534753,0,0,0,0,0,0,0,71.627389,9.609382,17.772512,1.429486,0.064865,9.690722,37.145295,3.028241,8.302583,16.27907,5.714286,20.454545,0.440897,2580.665011,0,0,0,0,3,2,0,0,0,0,0,0,1.92,27.164954,0.67,11.425991,4.9,100,1.200314,100,100,100,100,2.519035,0
,Polo Nord,Torino,119,1.302893,13205.232339,17205,1962,1534,224.872579,89.160128,20.12787,1.652466,77.834941,84.848485,18.75,25.806452,27.556818,23.382697,67.755758,83.980583,73.289161,8.312879,14.737274,1.212863,0.067446,8.110857,29.787471,1.959085,9.108159,34.736842,7.010309,19.205298,0.410234,2510.387562,1,89000,1,0,0,5,2,2,1,1,4,0,1.36,88.282476,1.19,0,7.71,88.439407,0.091888,100,100,100,100,2.880635,0
,Cimitero Generale - Scalo Vanchiglia,Torino,53,2.311733,,838,97,179,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,,,,,,,,
,Borgata Maddalene,Torino,70,0.706045,17166.037999,12120,1457,1882,247.426218,155.280528,20.49505,3.524229,65.014094,100,50.509461,0,30.769231,38.17586,134.20463,142.61745,67.052199,11.359519,21.348315,1.692927,0.050873,8.502885,33.322159,3.417056,13.981358,39.0625,13.031161,13.772455,0.453382,1414.346122,0,0,0,0,2,1,2,2,0,2,4,0,1.46,44.150165,0.64,100,3.82,100,0.619356,100,100,100,100,2.276749,0
,Borgata Monterosa,Torino,112,0.841501,30758.119652,25883,4195,11164,107.961859,431.32558,25.661631,7.637304,53.480152,100,81.132075,51.809955,0,60.478088,37.914406,27.615572,63.047133,15.10076,30.408922,3.549196,0.165003,10.725867,50.788261,4.934786,26.542162,42.943305,22.684086,25.233645,0.545455,1717.081675,0,0,0,0,0,0,1,1,2,0,3,0,1.49,38.268361,0.74,77.691921,3.26,100,0.344407,100,100,100,87.771897,1.335314,48.819689
,Borgata Montebianco,Torino,67,0.781479,12878.150524,10064,1561,3473,115.054452,345.091415,25.49682,6.443299,54.05121,100,75.814536,65.23702,0,72.038678,91.231884,125.280899,63.639281,13.913595,30.610932,3.412682,0.17127,12.913486,48.409522,4.416612,21.459227,41.350211,20.37037,19.266055,0.529165,1645.623311,0,0,0,0,1,2,2,3,1,0,3,1,2.42,3.676471,0.96,16.56399,7.08,91.832273,0.486084,100,100,100,100,0.684715,100
,Regio Parco,Torino,64,1.004811,8841.460816,8884,1161,1853,195.004307,208.577217,22.940117,4.633508,53.622872,100,51.344743,0,12.5,25.72856,100.610288,99.190283,61.674975,14.22666,25.258141,3.346995,0.068981,19.756098,53.529144,4.18251,16.638935,33.050847,10.320285,17.857143,0.468471,1249.30842,0,0,0,0,1,3,2,2,0,1,3,0,2.04,0,0.9,99.943719,3.22,100,0.134858,100,100,100,100,3.361755,0
,Nuova Barriera di Milano,Torino,68,1.004582,13669.366703,13732,1730,2368,224.913295,172.443927,21.97058,3.957784,58.645955,77.889447,32.914573,0,0,32.914573,22.457627,64.225352,65.454059,11.68021,25.013001,2.04893,0.061795,9.137056,38.715596,3.8696,17.210349,36.309524,15.704388,18.900344,0.4719,1304.686426,0,0,0,1,0,1,1,1,0,0,1,0,2.89,0,1.11,61.702592,2.69,100,0.30002,100,100,100,27.949315,1.823712,35.318963
,Borgata Vittoria,Torino,65,0.558448,26339.088473,14709,1922,3190,182.206035,216.874023,21.802978,3.760734,60.2625,95.180723,65.060241,0,23.253275,34.375,69.994023,48.267327,67.408347,11.870409,23.696911,2.366538,0.153353,9.770115,39.185471,3.671171,14.27027,32.258065,14.587738,17.153285,0.497758,1713,0,0,0,0,0,0,1,1,0,1,2,0,2.41,0,1.52,0,9.54,1.597661,0.399278,100,100,100,100,0.940934,91.753348
,La Fossata,Torino,93,1.287198,13753.131265,17703,2260,3371,195.530973,190.419703,21.487883,3.743655,61.160338,75.274725,39.835165,34.917733,33.549223,36.150464,85.188771,93.306288,67.768676,11.132239,22.08589,2.453634,0.034937,10.304682,36.954268,3.298578,16.791745,36.231884,13.265306,19.666667,0.482294,1671.607581,0,0,0,0,0,1,3,3,1,1,5,0,3.47,0,1.77,0,7.96,8.845958,0.379407,100,100,100,100,1.106953,90.93374
,Officine Savigliano - Acciaierie Fiat,Torino,59,0.830422,9621.610258,7990,1160,1761,139.224138,220.400501,23.454318,3.430353,62.830482,96.636771,42.825112,37.014925,0,40.332907,78.892372,119.313305,68.000821,11.285434,23.622047,2.253669,0.106045,12.838307,43.632075,3.879652,15.354331,33.962264,15.116279,16.025641,0.50932,1718.056821,0,0,0,0,0,2,1,1,1,0,2,0,1.06,85.068836,1.46,0,6.15,82.04005,0.220836,100,100,100,76.871089,2.215891,1.339174
,Madonna di Campagna,Torino,75,0.741782,16237.933251,12045,1570,2385,187.197452,198.007472,21.73516,3.875686,62.407522,82.401902,30.558859,34.353741,0,32.120364,95.96662,151.234568,69.51567,10.589458,20.656136,1.886472,0.034441,8.314691,34.925221,3.414505,14.206128,37.583893,10.510511,17.703349,0.485115,1713,0,0,0,0,0,1,3,2,1,0,4,0,2.45,37.426318,2.6,0,9.39,10.078871,0.16784,100,100,100,80.224159,1.70799,29.223744
,Nuova Barriera di Lanzo,Torino,68,0.809563,10808.304589,8750,1150,1661,164.26087,189.828571,21.977143,3.35277,60.247064,100,41.139241,26.269702,19.532654,23.70892,261.128205,81.404959,70.326797,10.076616,21.774856,1.910377,0.047858,10.175439,38.278302,3.956959,15.412844,40.952381,12.955466,16.993464,0.49477,1670.691429,0,0,0,0,0,0,1,1,1,1,3,0,3.59,14.48,2.53,0,10.94,0,0.099485,68.331429,100,100,99.885714,2.86471,0
,Borgata Ceronda,Torino,80,0.894728,10612.167795,9495,1286,1729,156.998445,182.09584,21.664034,2.874564,65.011995,100,24.275362,31.648936,0,28.527607,59.128065,62.5,71.058056,9.741472,20.631068,2.17713,0.149413,9.430804,34.664976,3.519605,13.272727,25.242718,11.895911,17.361111,0.485878,1729.452238,0,0,0,0,0,1,1,1,1,0,2,0,0.56,80.62138,1.36,0,5.33,78.778304,0.203913,100,100,100,100,2.92321,0
,Borgata Lucento,Torino,173,1.987621,12459.113297,24764,3020,3678,238.543046,148.522048,20.61864,3.217315,59.731813,89.556136,29.24282,23.183391,0,27.582938,37.747391,71.692308,66.111851,11.801076,24.03393,2.165468,0.058406,10.975424,41.524093,3.471314,16.438356,34.883721,13.798009,20.33195,0.46655,1645.61234,0,0,0,0,1,2,2,2,1,0,3,0,2.77,21.88661,1.41,0,11.43,1.134712,0.892874,96.458569,100,100,99.353901,4.052711,0
,Parco Mario Carrara - Istituto Bonafous,Torino,37,1.312679,1553.312319,2039,201,161,321.890547,78.960275,18.881805,2.409639,59.38431,0,0,0,48.4375,48.4375,0,0,62.533937,10.846019,22.568093,1.26183,0,14.031972,50.578339,4.051565,16.666667,42.857143,10,28.205128,0.417324,1596.016184,0,0,0,0,0,0,0,0,0,1,1,0,3.52,0,2.05,0,9.44,0.098087,1.733832,99.901913,100,99.901913,99.901913,3.583845,0
,Borgata Parella - Lionetto,Torino,158,1.631231,14775.957019,24103,2673,2706,241.900486,112.268182,18.976891,1.913876,74.975121,68.681319,23.901099,20.232333,0,22.117647,86.20971,123.584906,72.887651,8.861829,17.260186,1.359067,0.048777,8.697872,32.738239,2.236625,8.577878,23.308271,6.929134,12.053571,0.430956,2185.486827,0,0,0,0,0,2,3,3,2,0,5,0,3.92,0,1.24,64.738829,6.92,98.32386,0.463068,100,100,100,98.560345,3.573046,0
,Pozzo Strada,Torino,94,0.977711,16893.540019,16517,1795,1447,284.456825,87.606708,18.714052,1.642951,78.990385,93.832599,16.005874,16.610169,0,16.188525,57.504414,105.249344,73.60632,8.094519,15.194869,1.17908,0.082606,7.25256,29.406958,1.464714,6.324973,20,4.051173,12.698413,0.399019,2309.685476,0,0,0,0,1,2,2,2,1,0,3,0,3.21,0,0.41,80.395956,1.51,100,0.062878,100,100,100,100,3.081204,0
,Parco Francesco Ruffini - Borgata Lesna,Torino,85,1.127068,10632.894266,11984,1252,956,302.555911,79.773031,19.21729,1.818562,77.498727,100,21.030494,14.12037,0,17.741047,143.589744,231.168831,73.440424,8.031884,14.498382,1.029075,0.016507,7.376579,27.245998,1.524711,6.34278,26.923077,5.337079,18,0.402957,2330.665888,0,0,0,1,2,2,3,3,2,0,5,0,2.86,0,0.51,13.376168,2.21,100,0.151113,100,100,100,57.134513,2.883865,0
,Santa Rita Da Cascia,Torino,101,0.864198,23205.337067,20054,2102,2254,266.936251,112.396529,18.48509,1.846119,75.055887,83.536585,27.235772,0,13.541667,17.894057,79.120324,70.685579,73.159124,8.716422,15.003751,1.035392,0.047596,9.520094,34.497364,2.177914,8.857396,24.637681,7.067138,15.428571,0.427343,1938,0,0,0,0,0,7,2,2,0,1,3,0,2.05,34.212626,0.98,86.735813,8.64,34.925701,0.415553,100,100,100,100,3.411475,0
,Stadio Comunale,Torino,60,1.046906,2822.603416,2955,340,228,232.941176,77.15736,20.507614,1.33438,84.585742,0,0,0,0,0,0,0,74.041298,7.967165,12.189055,1.07095,0,10.86351,32.463186,1.408451,6.806283,36.842105,6.451613,28.571429,0.36701,1938,0,0,0,0,0,1,0,0,0,0,0,0,1.73,100,0.75,80.676819,5.89,100,0.839619,100,100,100,91.032149,2.94046,0
,Ospizio di Carità,Torino,60,0.900409,19834.31047,17859,1776,1614,303.828829,90.374601,18.416485,1.942523,77.152823,92.14876,23.415978,19.487179,0,21.662853,78.965922,133.234421,73.465486,8.33544,15.128845,1.009457,0.064392,8.386838,31.13378,1.9507,8.174905,33.333333,6.358382,15.47619,0.404484,1938,0,0,0,0,1,3,2,2,1,0,3,0,2.35,0,0.61,100,9.75,0,0.454421,100,100,100,100,2.655028,0
,Mercato Ortofrutticolo,Torino,126,1.355606,14783.795285,20041,2279,2696,240.807372,134.524225,19.984033,2.402642,72.478195,100,39.08046,31.076923,0,36.009445,40.480679,67.965368,71.310044,9.360931,17.309091,1.436782,0.077384,10.882998,36.618774,2.686615,9.254709,26.130653,7.550336,14.457831,0.432849,1923.630707,1,20000,0,0,0,1,1,1,1,0,2,0,1.27,62.721421,0.81,58.659748,6.9,83.728357,0.258506,99.905194,100,99.905194,54.478319,1.904149,14.470336
,Molinette - Vecchia Fiat - Stazione Smistamento,Torino,94,1.966547,6949.745511,13667,1525,2393,234.885246,175.09329,19.15563,3.072716,71.461095,100,39.294118,30.882353,21.242124,26.935841,119.686801,76.73716,71.147175,9.992494,18.4238,1.74482,0.276396,9.057187,37.922574,2.741973,10.240202,28.873239,7.161125,11.724138,0.428113,1893.568669,1,103451,0,4,2,2,1,1,2,2,5,0,1.22,85.212556,1.98,7.287627,3.14,100,0.318441,100,100,100,100,2.08711,1.104851
,Millefonti - Nuova Barriera di Nizza,Torino,79,1.69473,7659.038998,12980,1483,2377,224.342549,183.127889,20.346687,2.996575,68.924701,83.108108,33.333333,28.668942,0,31.478969,58.315335,88.753799,70.070885,10.213876,17.731629,1.646953,0.060744,8.461538,33.597844,2.762161,10.576923,27.333333,8.158508,15.083799,0.450445,1927.400616,0,0,0,0,2,2,2,2,1,0,3,0,1.9,0.038521,1.85,82.033898,5.43,86.687211,0.315875,100,100,100,100,0.787866,99.953775
,Barriera di Orbassano,Torino,137,1.519297,16249.622942,24688,2629,2052,272.042602,83.117304,18.879618,1.521132,76.031068,100,18.181818,15.102639,12.157221,14.782949,93.004275,89.700375,74.061261,7.887499,13.951311,1.099851,0.055415,7.726169,27.747663,1.946925,6.930693,21.705426,6.258693,12.653061,0.419319,1938,0,0,0,0,0,3,3,3,2,1,6,0,2.77,1.109851,0.83,91.416883,7.77,40.752592,0.324774,100,100,100,100,4.017785,0
,Nuova Fiat,Torino,82,2.226079,4957.596581,11036,1239,1494,258.757062,135.375136,20.351577,2.580211,68.911175,100,51.25,0,7.255521,10.669253,81.050955,11.904762,66.529605,10.960349,17.774763,1.963935,0.035894,11.622359,37.636136,2.740579,9.752547,30.681818,6.764706,13.793103,0.423639,1913.59025,0,0,0,0,0,1,1,1,0,1,2,0,3.69,0,1.65,88.791229,11.5,0,0.549089,100,100,100,100,2.209214,0
,Lingotto - Ex Ippodromo,Torino,150,2.068407,12381.507615,25610,2791,2768,280.616267,108.08278,19.461148,1.923635,72.088479,93.048516,15.930485,15.09434,16.868798,16.162109,157.894737,145.73913,71.856158,8.940387,16.970588,1.335009,0.047627,7.139886,27.901681,2.194157,10.573248,29.444444,9.163347,14.098361,0.441969,1931.114018,0,0,0,0,1,2,4,4,2,2,8,1,3.16,0,0.95,97.266693,9.67,10.175713,0.445774,100,100,100,100,0.952239,63.791488
,Sanatorio - Gerbido,Torino,110,2.349089,8018.000718,18835,2040,1415,295.784314,75.126095,20.499071,1.883516,74.932886,89.761571,18.934081,17.076503,17.899408,17.963225,94.548786,101.731602,71.374784,8.809038,16.476602,0.950252,0.056281,5.68263,25.265511,2.110157,8.816705,41.134752,4.20712,13.636364,0.399712,1895.48755,0,0,0,0,1,4,2,2,2,2,6,0,8.53,0,1.8,17.276347,10.56,21.337935,0.339872,100,99.877887,99.511548,100,4.027338,0
,Venchi Unica,Torino,138,1.793689,10557.013968,18936,2150,2269,225.395349,119.824673,19.993663,2.427974,67.866848,100,27.184466,25.980392,0,26.785714,34.537131,62.5,72.325581,9.118886,17.258125,1.547146,0.095208,8.609723,35.709806,2.845327,11.976549,28.313253,9.219858,18.705036,0.464215,2175,0,0,0,0,0,6,3,3,1,0,4,0,4.27,0,1.2,0,3.92,99.234263,0.535611,99.234263,99.234263,99.234263,65.462611,1.48401,25.61259
,Aeronautica - Pellerina,Torino,73,2.024464,3985.252972,8068,999,754,223.823824,93.455627,21.294001,2.420749,73.748177,81.447964,21.266968,0,10.131048,11.247166,217.853561,58.823529,73.583633,8.576582,15.859449,1.020408,0.079407,6.800391,31.135531,2.149712,8.541667,32.727273,5.726872,7.407407,0.418538,1975.652454,0,0,0,0,0,5,1,1,0,2,3,0,6.15,0,1.98,0,7.23,95.488349,0.226453,100,100,99.888448,98.42588,2.953134,4.313337
,Vallette - Saffarona - Villa Cristina,Torino,109,4.284455,2920.324535,12512,1490,1347,225.57047,107.65665,21.954923,2.411513,55.949407,100,36.978131,31.578947,21.428571,27.035831,104.573379,98.753894,65.053763,11.451725,23.168103,2.042318,0.092782,7.918476,32.235511,3.240876,17.051705,31.2,11.868687,19.817073,0.437628,1563,1,126704,0,0,0,1,3,3,1,2,6,0,3.01,7.712596,2.5,0,9.85,0.519501,0.481086,99.200767,99.76023,84.095269,99.440537,5.651877,0
,Stradale di Lanzo,Torino,67,2.522733,3087.920435,7790,1005,1054,191.442786,135.301669,22.156611,3.102087,61.449275,100,38.636364,0,0,38.636364,21.058434,55.555556,70.348193,9.587383,20.627803,1.768963,0.054186,6.795017,32.940231,3.342963,18.323587,45.454545,15.625,21.568627,0.477577,1594.790757,0,0,0,0,0,1,1,1,0,0,1,0,3.04,34.377407,6.49,0,10.39,38.536585,0.687102,81.463415,100,100,100,3.606403,0
,Basse di Stura - Nuovo Poligono,Torino,37,1.705756,1313.200748,2240,275,355,248.363636,158.482143,22.008929,3.088392,59.680451,0,0,0,0,0,0,0,67.79661,11.397292,27.884615,1.749271,0.196657,6.031746,31.000972,3.409091,12.738854,30.769231,8.695652,16.666667,0.427245,1563,0,0,0,0,0,1,0,0,0,0,0,0,4.67,0,2.25,0,9.36,2.321429,1.333597,99.330357,98.4375,98.4375,96.116071,1.618824,8.839286
,Barriera di Stura - Istituto Rebaudengo,Torino,91,2.578977,3383.90038,8727,1013,1229,243.632774,140.827318,21.18712,3.678474,61.70068,94.827586,36.453202,0,0,36.453202,38.138138,108.490566,70.031088,9.786247,22.036595,1.712748,0.668648,5.975395,30.364571,3.182515,13.333333,28.378378,8.695652,17.123288,0.462529,1198.813453,0,0,0,0,0,2,2,2,0,0,2,0,3.79,0,1.79,20.178756,5.31,79.798327,0.989254,100,100,100,19.456858,2.952038,0
,Fioccardo - Alberoni,Torino,30,1.094206,1818.671148,1990,216,134,256.481481,67.336683,20.351759,0.710059,82.832202,100,22.857143,0,0,22.857143,32.579186,93.877551,72.477876,7.599623,18.637993,1.207243,0,6.680162,29.074447,1.062215,9.923664,55.555556,6.779661,26.666667,0.343104,2663,0,0,0,0,0,0,1,1,0,0,1,0,3.13,0,3.73,0,7.16,95.376884,0.318722,71.005025,100,100,0,3.315727,0
,Pilonetto,Torino,54,1.330757,1995.104939,2655,322,191,219.875776,71.939736,21.129944,1.574803,84.343434,49.760766,6.220096,10.095238,0,8.991826,236.050157,180.555556,74.15507,7.93811,17.251462,1.113586,0,8.044164,32.887899,0.657895,4.294479,0,4.054054,0,0.334953,2685.59435,0,0,0,0,0,2,1,1,1,0,2,0,2.22,22.749529,2.46,0,6.83,83.126177,0.706329,93.295669,99.13371,78.229755,40.489642,3.659101,0
,Madonna del Pilone,Torino,28,0.360063,5421.268476,1952,229,165,223.580786,84.528689,19.877049,1.377727,80.323194,53.898305,11.864407,0,0,11.864407,139.534884,410,72.222222,9.012402,17.269076,1.683817,0,11.764706,36.108513,1.684533,5.607477,12.5,1.515152,7.142857,0.374045,2779.70082,0,0,0,0,0,0,1,1,0,0,1,0,3.01,0,0.99,0,7.57,68.084016,0.41628,100,100,100,47.336066,5.516296,0
